gamma,N,N_low,N_high,beta_low,se_low,p_low,beta_high,se_high,p_high,objective_value,warning_flag,warning_note
1.7695443353860258,3188,2499,689,0.10375518444030313,0.012075008647881127,2.5707801460060586e-8,0.09993742382301041,0.011415750761129634,1.8857592864808124e-8,45966.17120472089,FALSE,
1.4550556025912713,3188,1578,1610,0.10639839292591899,0.009463098149218589,2.3961711665022286e-10,0.09787409698990607,0.015789667369340538,3.7785153749422144e-6,45968.511734168416,FALSE,
1.4449108047591825,3188,1575,1613,0.10636376707504337,0.00948939178210144,2.5347023721891697e-10,0.09800652304563168,0.015660258736755715,3.306299589745848e-6,45972.60609774868,FALSE,
1.449983203675227,3188,1575,1613,0.10636376707504337,0.00948939178210144,2.5347023721891697e-10,0.09800652304563168,0.015660258736755715,3.306299589745848e-6,45972.60609774868,FALSE,
1.4652004004233603,3188,1608,1580,0.10697009117380016,0.009251052186709137,1.4387110786778928e-10,0.09719201908443444,0.015558155917011485,3.390686354099052e-6,45973.445538471016,FALSE,
1.1405668697965172,3188,981,2207,0.10484867877387088,0.011170335985149845,5.803357284520717e-9,0.10164137677516405,0.012904786314697742,1.0563844302348555e-7,45973.569405908536,FALSE,
1.7036031494774482,3188,2060,1128,0.1083303599380181,0.010051279898924962,5.138040798464083e-10,0.09038698971272081,0.010092841752413293,1.2887273325989526e-8,45976.95387956289,FALSE,
1.7644719364699812,3188,2464,724,0.10360838820669312,0.01206002448264835,2.57819855628638e-8,0.10076174983255905,0.011298275371347033,1.3822189304564636e-8,45977.1396003952,FALSE,
1.7593995375539369,3188,2453,735,0.10358284155209917,0.012043884486078835,2.531996403740858e-8,0.10087812021504572,0.01161455317943621,2.1506936446883983e-8,45977.48332366825,FALSE,
1.1354944708804728,3188,969,2219,0.10483647575172364,0.011267721182340668,6.745587392174089e-9,0.10169280751256199,0.013042980921457503,1.2410094224864775e-7,45977.72238698678,FALSE,
1.257232044865539,3188,1146,2042,0.10525623326222744,0.012375444724207435,3.042998856478742e-8,0.100953625041488,0.013651644403953873,2.8372256172587386e-7,45978.01091087966,FALSE,
1.5159243895838044,3188,1727,1461,0.10405057847700362,0.011808600236622188,1.6918358383759154e-8,0.10115265793103399,0.014117454210773352,4.598586079736778e-7,45978.18511724302,FALSE,
1.460128001507316,3188,1605,1583,0.10687873432180409,0.009276347791257277,1.5360625416675653e-10,0.09737041625877535,0.015798804677146356,4.091347240739001e-6,45980.549462842806,FALSE,
1.2166528535371834,3188,1113,2075,0.10499709826386687,0.011873614996609702,1.59387082932556e-8,0.1013882639053784,0.013621502639356558,2.5659503762946566e-7,45984.73787062624,FALSE,
1.221725252453228,3188,1113,2075,0.10499709826386687,0.011873614996609702,1.59387082932556e-8,0.1013882639053784,0.013621502639356558,2.5659503762946566e-7,45984.73787062624,FALSE,
1.2267976513692724,3188,1113,2075,0.10499709826386687,0.011873614996609702,1.59387082932556e-8,0.1013882639053784,0.013621502639356558,2.5659503762946566e-7,45984.73787062624,FALSE,
1.7441823408058035,3188,2429,759,0.10354923427755017,0.012027030965118592,2.4872927693100826e-8,0.10132175153815438,0.011201924956230177,1.0898394995798486e-8,45986.283458326834,FALSE,
1.7492547397218479,3188,2429,759,0.10354923427755017,0.012027030965118592,2.4872927693100826e-8,0.10132175153815438,0.011201924956230177,1.0898394995798486e-8,45986.283458326834,FALSE,
1.150711667628606,3188,1027,2161,0.10430787756112599,0.011638465781915169,1.2724043736255379e-8,0.1020973744067035,0.012593592994964493,6.649800991171652e-8,45987.00773271646,FALSE,
1.2825940394457611,3188,1336,1852,0.10401432173250828,0.01103273139913476,5.3811580384036444e-09,0.10210764198178528,0.013653499672696141,2.384882870004429e-7,45988.93273097892,FALSE,
